aid,amount,title,year,startdate,enddate,dir,div
1701501,15389,DISSERTATION RESEARCH: Linking mechanism to pattern in community assembly: ant-mediated seed dispersal in tropical pioneer trees,2017,0,0,BS,EB
1701506,19890,DISSERTATION RESEARCH: Can Predation Risk Limit Small Mammal Seed Predation in Novel Winter Habitats?,2017,0,0,BS,EB
1701512,79947,EAGER: GOALI: Crown Ether-enhanced Electrodialysis for Selective Removal of Problematic Ions in Feed Water and Waste Fluid of Unconventional Energy Production,2017,0,0,ENG,CBETS
1701515,20539,DISSERTATION RESEARCH: Ecologically variable immunity and its consequences for parasite dynamics,2017,0,0,BS,EB
1701522,20345,DISSERTATION RESEARCH: Understanding how land use alters ecosystem function and population dynamics of key pollinator species,2017,0,0,BS,EB
1701565,360000,Exploiting Metal-Insulator-Transition in Strongly Correlated Oxides as Neuron Device for Neuro-Inspired Computing,2017,0,0,ENG,ECCS
1701576,113878,"Zeta Integrals, Discrete Number Theory and Geometry",2017,0,0,MPS,MS
1701583,19631,Dissertation Research: Conflict and the Evolution of Dimorphism in the Trinidadian Guppy,2017,0,0,BS,EB
1701585,20988,Workshop on Automorphic Forms and Related Topics,2017,0,0,MPS,MS
1701587,19756,Dissertation Research: Understanding the Functional Ecomorphology of Extinct Canids During the Cat-Gap,2017,0,0,BS,EB
1701591,21870,Dissertation Research: Evaluating the role of thyroid hormone in embryonic limb development in direct-developing frogs,2017,0,0,BS,EB
1701595,11996,"Doctoral Dissertation Research: Migration, Social Mobility, and Self-Employment",2017,0,0,SBES,DSES
1701596,143999,OP: Collaborative Research: Coherent Integrated Si-Photonic Links,2016,0,0,ENG,ECCS
1701602,15798,DISSERTATION RESEARCH: Defensive chemistry underlying latitudinal patterns in plant-herbivore interactions,2017,0,0,BS,EB
1701615,45000,Student Travel Support for IEEE Symposium on Security and Privacy,2016,0,0,CISE,CNS
1701617,18720,Dissertation Research: Investigating the role of the maternally-inherited microbiota in dung beetle development and niche construction,2017,0,0,BS,EB
1701625,11804,Doctoral Dissertation Research: The Social World of Homeless Youth in Mexico City.,2017,0,0,SBES,DSES
1701635,65730,Elliptic Fibrations and String Theory,2016,0,0,MPS,MS
1701638,117062,New Directions in the Theory of Automorphic Forms,2017,0,0,MPS,MS
1701641,49949,"Workshop: Advancing Understanding of Microbiomes in Drinking Water Distribution Systems and Premise Plumbing Using Meta-omics Techniques, Denver, CO, August 15-16, 2017",2017,0,0,ENG,CBETS
1701645,20150,"DISSERTATION RESEARCH: Fossils, fruits, and phylogeny: an integrative approach to understanding the historical biogeography of palms over the last 100 million years",2017,0,0,BS,EB
1701648,21970,DISSERTATION RESEARCH: Integrative research in gastropods: Phylogeny and shell shape evolution,2017,0,0,BS,EB
1701652,20275,DISSERTATION RESEARCH: Where Plant Litter Ends and Soil Carbon Begins: The Role of Microbial Physiology in Stabilizing Soil Organic Matter,2017,0,0,BS,EB
1701656,15983,DISSERTATION RESEARCH: Macroevolutionary drivers of digit reduction in fossil horses,2017,0,0,BS,EB
1701657,16374,DISSERTATION RESEARCH: Negotiations Over Offspring Care: A Test of Alternative Hypotheses Using the Clown Anemonefish,2017,0,0,BS,IOS
1701672,18705,DISSERTATION RESEARCH: Survival and performance costs of phenotypic responses to predation risk,2017,0,0,BS,EB
1701675,15994,Dissertation Research:  Shared pollinators affect flowering plant coexistence,2017,0,0,BS,EB
1701676,20618,DISSERTATION RESEARCH: Examining the role of reinforcement in driving genomic divergence between and within species in darters,2017,0,0,BS,IOS
1701680,19632,"DISSERTATION RESEARCH: Landscape genetics and connectivity in a polymorphic salamander, Plethodon cinereus",2017,0,0,BS,EB
1701681,144370,CRII: NeTS: A Coordinate System based Network for Data Plane Scalability and High Throughput,2016,0,0,CISE,CNS
1701690,19175,DISSERTATION RESEARCH: Mechanisms of adaptation to saltwater by an amphibian,2017,0,0,BS,EB
1701691,19751,DISSERTATION RESEARCH: Quantifying Rapid Adaptation in an Aquatic Invasive Algal Species.,2017,0,0,BS,EB
1701692,86783,CAREER: Development of an In Cell Footprinting Method for the Analysis of Protein Structure,2016,0,0,BS,MCB
1701703,109153,New Approaches To Modularity,2017,0,0,MPS,MS
1701706,19756,Dissertation Research: Adaptive responses to urbanization in the tropical lizard Anolis cristatellus,2017,0,0,BS,EB
1701708,19816,DISSERTATION RESEARCH: The Evolutionary Significance of Gametophyte Morphology in Epiphytic Ferns,2017,0,0,BS,EB
1701721,19695,DISSERTATION RESEARCH: Co-estimating species responses to climatic variation in the Pleistocene using comparative phylogeography of closely related flying frogs across Sumatra,2017,0,0,BS,EB
1701727,16023,DISSERTATION RESEARCH: Urbanization and Avian Biodiversity,2017,0,0,BS,EB
1701733,12521,Dissertation Research: Toxic algae as a model system for intransitive eco-evolutionary feedbacks promoting cooperation.,2017,0,0,BS,EB
1701736,20151,DISSERTATION RESEARCH: Tracking trends in the lichen symbiosis: do species interactions drive the latitudinal diversity gradient?,2017,0,0,BS,EB
1701745,21970,DISSERTATION RESEARCH: The Evolution of Crocodylian Cranial Development,2017,0,0,BS,EB
1701747,443796,NSF/DMR-BSF: Origin of Large Electromechanical Response in Non-Classical Electrostrictors,2016,0,0,MPS,MR
1701748,19878,Dissertation Research:   Assessing the vulnerability of salt marsh carbon storage to nutrient enrichment using an integrated meta-omics framework,2017,0,0,BS,EB
1701750,20400,DISSERTATION RESEARCH: The dynamics of socio-chemo cues across a contact zone in the California vole (Microtus californicus),2017,0,0,BS,EB
1701751,19756,DISSERTATION RESEARCH: Evolutionary impact of genome duplication on alternative splicing: Genome-wide assessment in a polyploid plant (Tragopogon),2017,0,0,BS,EB
1701754,152264,CAREER: A Programmable Measurement Architecture for Network Operations,2016,0,0,CISE,CNS
1701756,19304,Dissertation Research: Dispersal of moss spores by birds: elucidating the mechanisms of behaviorally enhanced bryophyte dispersal networks,2017,0,0,BS,EB
1701763,19045,DISSERTATION RESEARCH: How do saltwater intrusion and drought interact to change the soil carbon balance of a brackish water coastal marsh?,2017,0,0,BS,EB
1701777,20542,DISSERTATION RESEARCH: Forecasting potential effects of climate on tick-borne disease dynamics in Central Panama,2017,0,0,BS,EB
1701781,19529,DISSERTATION RESEARCH: Female ornamentation in the White-shouldered Fairywren: Proximate mechanisms and adaptive function,2017,0,0,BS,IOS
1701787,19370,DISSERTATION RESEARCH: Mechanisms that maintain behavior in the face of environmental change,2017,0,0,BS,IOS
1701788,20294,DISSERTATION RESEARCH: Isolating a Mechanism for Microbial-Host Local Adaptation,2017,0,0,BS,EB
1701790,20641,DISSERTATION RESEARCH: Genetic Effects of Plant Defense on Above- and Below-ground Ecological Interactions and Natural Selection,2017,0,0,BS,EB
1701791,20135,DISSERTATION RESEARCH: The role of rapid adaptation in population establishment,2017,0,0,BS,EB
1701805,21929,Dissertation Research: The genetic and neurobiological basis of nesting behavior in two species of Peromyscus,2017,0,0,BS,IOS
1701810,20020,DISSERTATION RESEACH: Does phenotypic evidence support ecological speciation in western long-eared Myotis bats?,2017,0,0,BS,EB
1701816,20143,DISSERTATION RESEARCH: The role of phyllosphere microbiomes in plant species coexistence and plant-pathogen interactions,2017,0,0,BS,EB
1701825,15390,DISSERTATION RESEARCH: Does a large detritus pool enhance ecosystem resilience in response to an episodic perturbation?,2017,0,0,BS,EB
1701827,18948,DISSERTATION RESEARCH: Testing the role of red carotenoid coloration in copepod mate choice,2017,0,0,BS,IOS
1701830,17286,Doctoral Dissertation Research: The Biomechanical Evolution of Echinoderm Locomotion,2017,0,0,BS,EB
1701831,16138,DISSERTATION RESEARCH: The Influence of Antibiotic Compounds on Soil Microbial and Invertebrate Communities,2017,0,0,BS,EB
1701835,18756,"DISSERTATION RESEARCH: Phylogenetic, transcriptomic, and epigenetic analyses of vision and chemoreception in cave adapted crustaceans",2017,0,0,BS,EB
1701836,19517,DISSERTATION RESEARCH: Assessing the Importance of Trophic Lability for Fungal Endophytism Using the Moss Dicranum scoparium and its Associated Fungi,2017,0,0,BS,EB
1701839,20280,Dissertation Research: Nitrogen to phosporus ratio as a driver of arsenic retention,2017,0,0,BS,EB
1701846,98439,Complementary Methods for Equilibrium Sampling of Biomolecules,2016,0,0,BS,MCB
1701850,18350,Dissertation Research: Behavioral Responses to Floral Signals of Nectar Quality Affect Hawkmoth Fitness,2017,0,0,BS,IOS
1701858,17443,"DISSERTATION RESEARCH: Phenological shifts in seed-dispersal networks of the Sierra Nevada, California",2017,0,0,BS,EB
1701863,18012,DISSERTATION RESEARCH: A heritable symbiont shapes community structure of plant-associated organisms,2017,0,0,BS,EB
1701876,19949,DISSERTATION RESEARCH: Energetic mechanisms underlying fitness consequences of immune responses,2017,0,0,BS,EB
1701887,19446,DISSERTATION RESEARCH: Does resource limitation promote cooperation? Nutrition restriction and social cohesion in insect societies,2017,0,0,BS,IOS
1701897,20085,DISSERTATION RESEARCH: Investigating the resiliency of the savanna-forest biome to environmental change,2017,0,0,BS,EB
1701898,103587,Detection and Impact of Industrial Subsidies: the Case of World Shipbuilding,2016,0,0,SBES,DSES
1701901,19490,Dissertation Research: A Phylogenomic and Specimen-based Bioinformatics Approach to Reconstruct Freshwater Mussel Evolution and Biogeography,2017,0,0,BS,EB
1701913,19630,DISSERTATION RESEARCH: Morphological consequences of trophic evolution,2017,0,0,BS,EB
1701915,19727,DISSERTATION RESEARCH: The role of volatile organic compounds in antagonistic selection in the moss Ceratodon purpureus,2017,0,0,BS,EB
1701918,19760,DISSERTATION RESEARCH: The Evolution of Plant Drought Tolerance and Gene Function Across Historic Frequency Gradients,2017,0,0,BS,EB
1701921,149823,WiFiUS: Collaborative Research: Ultra-low latency and High Reliability for Wireless IoT,2017,0,0,CISE,CNS
1701922,30000,"Free resolutions and computations, Berkeley 2017",2017,0,0,MPS,MS
1701923,152650,NeTS: Small: Collaborative Research: Distributed Approximate Packet Classification,2016,0,0,CISE,CNS
1701925,20597,DISSERTATION RESEARCH: The evolution of symbiotic polydnaviruses in Parapanteles parasitoid wasps,2017,0,0,BS,EB
1701931,19651,DISSERTATION RESEARCH: Determining anucleated sperm function in Lepidoptera,2017,0,0,BS,EB
1701934,45000,Conference: A Noncommutative Geometry Festival in Shanghai,2017,0,0,MPS,MS
1701942,20670,DISSERTATION RESEARCH: Evolution and Function of Farina in the Desiccation-Tolerant Notholaenid Ferns (Pteridaceae),2017,0,0,BS,EB
1701947,19630,"Dissertation Research: Selection, niche breadth and plant mating system evolution: Are wider niche breadths of selfing species shaped by water limitation?",2017,0,0,BS,EB
1701948,1075000,Obtaining the PhD and the Road to STEM Careers,2017,0,0,EHR,HRD
1701952,16286,DISSERTATION RESEARCH: Evolutionary Diversification and Community Assembly in Melanesian Forest Frogs: Testing the Hypothesis of Replicated Adaptive Radiation,2017,0,0,BS,EB
1701964,150000,WiFiUS: Collaborative Research: Ultra-low latency and High Reliability for Wireless IoT,2017,0,0,CISE,CNS
1701966,19316,DISSERTATION RESEARCH: Mechanisms of asymmetrical ecosystem responses to precipitation extremes in xeric vs. mesic grasslands,2017,0,0,BS,EB
1701970,20215,Dissertation Research: Intra-population genomic and metabolic diversity among understudied archaea in methane-cycling wetlands,2017,0,0,BS,EB
1701972,18827,Dissertation Research: Linking N cycling bacterial community composition and function along a mycorrhizal gradient,2017,0,0,BS,EB
1701975,19825,DISSERTATION RESEARCH: Characterization of vertebrate host communities through mosquito blood meal-derived DNA for biodiversity conservation and epidemiological applications,2017,0,0,BS,EB
1701979,19871,DISSERTATION RESEARCH: The role of plant-soil interactions in woody shrub expansion in the White Mountains of California,2017,0,0,BS,EB
1701981,10000,Student Travel Support for the 2017 IEEE International Symposium on Performance Analysis of Systems and Software (ISPASS-2017),2017,0,0,CISE,CCF
1701995,11973,Doctoral Dissertation Research: Paying for College and Uncertainty,2017,0,0,SBES,DSES
1702001,10000,Southern Regional Algebra Conference 2017: Computational Methods in Algebra and Representation Theory,2017,0,0,MPS,MS
1702007,19870,"DISSERTATION RESEARCH: Phylogeny, reticulate evolution, and historical biogeography in the Hawaiian lobeliad genera Cyanea and Clermontia",2017,0,0,BS,EB
1702008,19213,DISSERTATION RESEARCH: Biomass estimation and uncertainty analysis: Integrating Bayesian modeling and small-footprint waveform LiDAR data,2017,0,0,BS,EB
1702011,19955,DISSERTATION RESEARCH: Correlated diversification of a male trait and associated female perception,2017,0,0,BS,EB
1702014,20956,DISSERTATION RESEARCH: The evolutionary origin and genetics of color pattern diversity in Phyllobates poison frogs,2017,0,0,BS,EB
1702016,20085,DISSERTATION RESEARCH: The Evolution of Hummingbird Coloration and Courtship Displays,2017,0,0,BS,IOS
1702017,19760,DISSERTATION RESEARCH: Role of non-structural carbohydrate dynamics in legacy effects of drought in Southwestern forests,2017,0,0,BS,EB
1702036,19474,DISSERTATION RESEARCH: Testing the Hypothesis of Ecological Speciation in Malaysia's Karst Geckos,2017,0,0,BS,EB
1702043,17952,DISSERTATION RESEARCH: The mechanistic basis of seasonal color molts in snowshoe hares,2017,0,0,BS,EB
1702049,82953,"Admissible Lagrangians, Fukaya categories, and homological mirror symmetry.",2017,0,0,MPS,MS
1702050,19813,DISSERTATION RESEARCH: Are offspring polymorphic species hedging their bets?,2017,0,0,BS,EB
1702051,18340,DISSERTATION RESEARCH: An Experimental Test of Generalist Foraging Behavior as a Community Stabilization Mechanism,2017,0,0,BS,EB
1702054,106729,Collaborative Research: Generalized Cluster Structures of Geometric Type,2017,0,0,MPS,MS
1702062,19104,"DISSERTATION RESEARCH: Evaluating Methods to Study the Phylogenetic Distribution of Genome Sizes in Carabid Beetles, including Next-Generation Sequencing of Old Museum Specimens",2017,0,0,BS,EB
1702080,16561,DISSERTATION RESEARCH: Genomic architecture as a species delimitation tool: validating a novel approach using rDNA variation for discovering species boundaries in ground beetles.,2017,0,0,BS,EB
1702083,1075000,"Bridge to Doctorate: WAESO LSAMP, Multidisciplinary STEM Solutions 2017-2019",2017,0,0,EHR,HRD
1702085,17301,Dissertation Research: Phylogenetic analysis of the Neotropical plant genus Clusia (Clusiaceae),2017,0,0,BS,EB
1702102,27606,2017 Redbud Geometry/Topology Conference,2017,0,0,MPS,MS
1702114,40000,A view towards algebraic geometry,2017,0,0,MPS,MS
1702115,83553,Collaborative Research: Generalized Cluster Structures of Geometric Type,2017,0,0,MPS,MS
1702132,1071484,2017-2019 Northeast LSAMP Bridge to the Doctorate Program: University of Connecticut,2017,0,0,EHR,HRD
1702171,11917,Doctoral Dissertation Research: The Impact of Stress and Instability on the Resilience and Well-Being of Children with Autism,2017,0,0,SBES,DSES
1702174,71836,Integrating GRACE Satellite and Ground-based Estimates of Groundwater Storage Changes,2016,0,0,GEO,ES
1702221,158997,Automorphic Forms and L-Functions,2017,0,0,MPS,MS
1702267,239909,Enabling a New Instrument 'IGRINS' for the Gemini South Telescope User Community,2017,0,0,MPS,AS
1702278,137000,"The Birkhoff Conjecture, Spectral Rigidity for Convex Reflecting Particle Systems, and Stochastic Arnold Diffusion",2017,0,0,MPS,MS
1702306,11964,Doctoral Dissertation Research: The Ecological Patterning and Effects of Child Care Markets,2017,0,0,SBES,DSES
1702327,167379,Collaborative Research: On making wave energy an economical and reliable power source for ocean measurement applications,2016,0,0,GEO,OS
1702328,60000,RAPID: Spatiotemporal Evolution of Radio-induced Aurora at the University of Alaska Fairbanks (UAF) High-frequency Active Auroral Research Program (HAARP) Observatory,2016,0,0,GEO,AGS
1702361,1074900,2017-2019 Peach State LSAMP Bridge to the Doctorate Program: University of Georgia,2017,0,0,EHR,HRD
1702373,23493,Doctoral Dissertation Improvement Award: The Use Of Material Exchange In Long Distance Social Organization,2017,0,0,SBES,BCS
1702385,11822,"Doctoral Dissertation Research: Junior Police Youth, Labeling, and Social Control in School",2017,0,0,SBES,DSES
1702394,105767,"CPS: Synergy: Collaborative Research: Cyber-Physical Sensing, Modeling, and Control for Large-Scale Wastewater Reuse and Algal Biomass Production",2016,0,0,CISE,CNS
1702406,1075000,Bridge to the Doctorate: Alabama LSAMP,2017,0,0,EHR,HRD
1702440,92858,III: Small: Collaborative Research: Automatically Generating Contextually-Relevant Visualizations,2016,0,0,CISE,IIS
1702450,7173,Doctoral Dissertation Research: The Intersection of Race and Region,2017,0,0,SBES,DSES
1702474,162438,SHF: Small: ASF: An Adaptive Scaling Framework for High Scalability of XOR-Based RAID Systems,2016,0,0,CISE,CNS
1702501,1075000,LSU BD-8: 2017 Cohort LA-BRIDGE,2017,0,0,EHR,HRD
1702513,1075000,"Bridge To the Doctorate: Mississippi-LSAMP, Cohort 14",2017,0,0,EHR,HRD
1702532,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1702533,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1702537,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1702555,150000,WiFiUS: Collaborative Research: Secure Inference in the Internet of Things,2017,0,0,CISE,CNS
1702571,85071,Collaborative Research: Quantifying past water table depth and hydroclimate with dissolved noble gas isotopes in groundwater,2017,0,0,GEO,ES
1702580,193430,Collaborative Research: The California Precipitation Dipole: Spatiotemporal Variability and Forcings Over the Past 3000 Years,2017,0,0,GEO,ES
1702602,11718,Doctoral Dissertation Research: Standardizing Persecution Narratives in US Asylum Adjudications,2017,0,0,SBES,DSES
1702606,11996,Doctoral Dissertation Research: Nation-Making and the Politics of Difference,2017,0,0,SBES,DSES
1702643,12000,Dissertation Research: Social Support and physical and cognitive functioning of older adults in assisted living facilities.,2017,0,0,SBES,DSES
1702651,11786,"Doctoral Dissertation Research: Race, Achievement and Trust in Student-Teacher Relationships",2017,0,0,SBES,DSES
1702677,15000,CIGIE Training Institute,2016,0,0,None,OIG
1702683,11954,"Doctoral Dissertation Research: Organizational, Community, and State Regulatory Characteristics Influence on Venting and Flaring Rates of Texas Gas Wells.",2017,0,0,SBES,DSES
1702689,350112,Collaborative Research: Multi-scale Modeling and Measurement of Clay Aggregate Behavior,2017,0,0,ENG,CMMI
1702694,299115,WiFiUS: Fault-Tolerant Cognitive IoT Systems Using Sensors of Limited Field-of-View: Fundamental Limits and Practical Strategies,2017,0,0,CISE,CNS
1702704,351482,Collaborative Research: Quantifying past water table depth and hydroclimate with dissolved noble gas isotopes in groundwater,2017,0,0,GEO,ES
1702722,110743,2017 Software Infrastructure for Sustained Innovation (SI2) Principal Investigator Workshop,2016,0,0,CISE,OAC
1702743,11403,"Doctoral Dissertation Research: Managing Cultural Change: Women Navigating Purdah and Security at the Borders of Disease, Deviance, and Transportation",2017,0,0,SBES,DSES
1702752,150000,WiFiUS: Collaborative Research: Low Overhead Wireless Access Solutions for Massive and Dynamic IoT Connectivity,2017,0,0,CISE,CNS
1702765,9397,Doctoral Dissertation Research: The Neighborhood-School Link in Gentrifying Areas,2017,0,0,SBES,DSES
1702800,297519,WiFiUS: Millimeter Wave-Based Wearable Networks in High-End IoT Applications,2017,0,0,CISE,CNS
1702803,12000,"Doctoral Dissertation Research: Refugee Adaptation in the United States, Canada, and Italy",2017,0,0,SBES,DSES
1702808,150000,WiFiUS: Collaborative Research: Secure Inference in the Internet of Things,2017,0,0,CISE,CNS
1702825,345802,Collaborative Research: The California Precipitation Dipole:  Spatiotemporal Variability and Forcings Over the Past 3000 Years,2017,0,0,GEO,ES
1702829,12000,Doctoral Dissertation Research: The Social Roots of Implicit Racial Bias,2017,0,0,SBES,DSES
1702837,12000,"Doctoral Dissertation Research: Immigration, Mixed-Status Families, Risk Management and Vulnerability",2017,0,0,SBES,DSES
1702850,299999,WiFIUS: Collaborative Research: Ambient Re-Scatter Inspired Machine Type Communication for Heterogeneous IoT Systems,2017,0,0,CISE,CNS
1702863,5000,"Underrepresented Scientist Support for Quark Matter 2017 Conference, Chicago, IL February 5-11, 2017.",2017,0,0,MPS,PHYS
1702879,150000,WiFIUS: Collaborative Research: SELIOT: Securing Lifecycle of Internet-of-Things,2017,0,0,CISE,CNS
1702881,264736,Collaborative Research: Multi-scale Modeling and Measurement of Clay Aggregate Behavior,2017,0,0,ENG,CMMI
1702911,150000,WiFiUS: Collaborative Research: SELIOT: Securing Lifecycle of Internet-of-Things,2017,0,0,CISE,CNS
1702914,11955,"Doctoral Dissertation Research: Market concentration, skill segregation, and rising wage inequality",2017,0,0,SBES,DSES
1702915,11998,Doctoral Dissertation Research:  Emergence and Persistence of Labor Market Dualism,2017,0,0,SBES,DSES
1702919,55201,Doctoral Dissertation Research: Crackdowns and Innovative Adaptations in the Digital Age Drug Trade,2017,0,0,SBES,DSES
1702920,460716,Inter-Hemispheric Climate Teleconnections in response to Massive Iceberg Discharge in the North Atlantic,2017,0,0,GEO,OPP
1702950,300000,WiFiUS: IoCT-CARE: Internet of Cognitive Things for Personalized Healthcare,2017,0,0,CISE,CNS
1702952,149999,WiFiUS: Collaborative Research: Scalable Edge Architecture for Massive Location-Aware Heterogeneous IoT Systems,2017,0,0,CISE,CNS
1702955,9561,"Doctoral Dissertation Research: Anger, Self, and Society Following Brain Injury",2017,0,0,SBES,DSES
1702957,299994,WiFiUS: RF Sensing in Internet of Things: When Deep Learning Meets CSI Tensor,2017,0,0,CISE,CNS
1702959,11999,Doctoral Dissertation Research: Social Interaction Barriers and Mental Health among Older Adults with Physical Disabilities.,2017,0,0,SBES,DSES
1702967,150000,WiFiUS: Collaborative Research: Scalable Edge Architecture for Massive Location-Aware Heterogeneous IoT Systems,2017,0,0,CISE,CNS
1702979,11940,Doctoral Dissertation Research: The Legacies of Vagrancy Law in Contemporary Homelessness Regulation.,2017,0,0,SBES,DSES
1702988,3024,Doctoral Dissertation Research: The Application of Humanistic and Social Knowledge to Medicine,2017,0,0,SBES,DSES
1702995,11981,Doctoral Dissertation Research: The Transition to College Experience of Low-Income Students,2017,0,0,SBES,DSES
1703014,150000,WiFiUS:Collaborative Research: Low Overhead Wireless Access Solutions for Massive and Dynamic IoT Connectivity,2017,0,0,CISE,CNS
1703046,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703056,11145,Doctoral Dissertation Research: Organizational Emergence in the Era of Racial Risk: The Black Guerilla Family and the Aryan Brotherhood in California,2017,0,0,SBES,DSES
1703077,20000,"Statistical Inference for Biomedical Big Data: Theory, Methods, and Tools",2017,0,0,MPS,MS
1703120,12000,Doctoral Dissertation Research: Climate Change Denial and the Politics of Coastal Restoration in Southern Louisiana,2017,0,0,SBES,DSES
1703140,49998,"Workshop: - Integrating Environment and Health: 2017 National Conference and Global Forum on Science, Policy and the Environment; Arlington, VA",2017,0,0,ENG,CBETS
1703180,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703181,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703182,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703183,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703184,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703267,593218,"SCH: EXP: Home+, An Intelligent and Interoperable Suite of Robotic Furnishings, Learning and Evolving with Their Users",2016,0,0,CISE,IIS
1703276,292234,CAREER: A General Framework for Methodical and Interpretable Anomaly Mining,2016,0,0,CISE,IIS
1703286,25000,"Student Support at the 2017 American Meteorological Society (AMS) Annual Meeting; Seattle, Washington; January 22-26, 2017",2016,0,0,GEO,AGS
1703296,703696,Summer Internships,2016,0,0,MPS,MS
1703306,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703308,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703310,211861,Collaborative Research: The Impact of Oceanic Forcing on the Melting of West Antarctic Peninsula Glaciers,2016,0,0,GEO,PP
1703336,59710,Collaborative Research: EAGER: Particle-specific DNA sequencing to directly observe ecological mechanisms of the biological pump,2016,0,0,GEO,OS
1703356,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703403,186624,CIF:Medium:Collaborative Research:An Information-theoretic approach to nanopore sequencing,2017,0,0,CISE,CCF
1703422,76915,Collaborative Research: EAGER: Particle-specific DNA sequencing to directly observe ecological mechanisms of the biological pump,2016,0,0,GEO,OS
1703554,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703575,85183,CIF:Medium:Collaborative Research: Foundations of Coding for Modern Distributed Computing,2017,0,0,CISE,CCF
1703597,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703634,166220,Partial Support for the Ninth International Congress of Arctic Social Sciences (ICASS IX),2017,0,0,GEO,OPP
1703664,162417,Collaborative Research: EAGER: Particle-specific DNA sequencing to directly observe ecological mechanisms of the biological pump,2016,0,0,GEO,OS
1703678,142255,CIF:Medium:Collaborative Research: Foundations of Coding for Modern Distributed Computing,2017,0,0,CISE,CCF
1703685,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703691,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703695,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703696,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703708,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703709,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703715,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703719,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703761,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703821,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703834,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703856,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703879,18000,NSF Student Travel Grant for Real World Cryptography 2017 (RWC'17),2017,0,0,CISE,CNS
1703909,20000,"Conference: International Young Scientist Symposium on Catalytic Biomass Conversion in Dalian, China, July 11-13, 2017",2017,0,0,ENG,CBETS
1703925,311616,AF: Medium: New Frontiers in Equilibrium Computation,2017,0,0,CISE,CCF
1703927,17000,Permutation Patterns 2017,2017,0,0,MPS,MS
1703942,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1703997,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704005,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704121,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704163,20000,Finger Lakes Probability Seminar,2017,0,0,MPS,MS
1704186,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704200,49720,RAPID: Experimental Recovery at the Bear Brook Watershed in Maine,2017,0,0,BS,EB
1704215,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704236,50000,Group Travel Award: XIIth SCAR International Biology Symposium,2017,0,0,GEO,PP
1704261,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704350,257372,EAGER: Student Support in STEM: Developing and validating a tool to assess the magnitude of college-level support provided to undergraduate students,2017,0,0,EHR,HRD
1704364,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704365,22500,Harmonic Analysis applied to Geometry of Fractal Sets,2017,0,0,MPS,MS
1704393,51971,Investigation on Differential Geometry and General Relativity,2016,0,0,MPS,MS
1704692,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704712,185564,"Quasiparticle Scattering and Tunneling Spectroscopic Studies on Kondo Lattices, Topological Insulators and Superconductors",2016,0,0,MPS,MR
1704811,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704865,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704871,15000,Chemical Reactions at Surfaces Gordon Research Conference and Seminar,2017,0,0,ENG,CBETS
1704874,150000,PostDoctoral Research Fellowship,2017,0,0,MPS,MS
1704896,50718,EarthCube Building Blocks: Collaborative Proposal: GeoLink - Leveraging Semantics and Linked Data for Data Sharing and Discovery in the Geosciences,2016,0,0,GEO,ICER
