aid,instName,address
1701596,Trustees of Boston University,"881 COMMONWEALTH AVE, BOSTON, United States"
1701602,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1701615,University of Texas at Dallas,"800 W. Campbell Rd., AD15, Richardson, United States"
1701617,Indiana University,"509 E 3RD ST, Bloomington, United States"
1701625,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1701635,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
1701638,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1701641,Water Research Foundation,"6666 W. Quincy Avenue, Denver, United States"
1701645,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1701648,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1701652,Indiana University,"509 E 3RD ST, Bloomington, United States"
1701656,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1701657,Trustees of Boston University,"881 COMMONWEALTH AVE, BOSTON, United States"
1701672,University of Montana,"32 CAMPUS DRIVE MAIN HALL, Missoula, United States"
1701675,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1701676,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1701680,Ohio University,"108 CUTLER HL, ATHENS, United States"
1701681,University of California-Santa Cruz,"1156 High Street, Santa Cruz, United States"
1701690,East Carolina University,"Office of Sponsored Programs, Greenville, United States"
1701691,New York Botanical Garden,"2900 Southern Blvd, Bronx, United States"
1701692,University of Maryland at Baltimore,"620 W Lexington St, 4th Floor, Baltimore, United States"
1701703,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1701706,University of Massachusetts Boston,"100 Morrissey Boulevard, Dorchester, United States"
1701708,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1701721,University of Texas at Arlington,"1 UNIVERSITY OF TEXAS AT, Arlington, United States"
1701727,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1701733,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1701736,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1701745,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1701747,SUNY at Stony Brook,"WEST 5510 FRK MEL LIB, Stony Brook, United States"
1701748,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
1701750,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1701751,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1701754,Yale University,"Office of Sponsored Projects, New Haven, United States"
1701756,Portland State University,"1600 SW 4th Ave, Portland, United States"
1701763,Florida International University,"11200 SW 8TH ST, Miami, United States"
1701777,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1701781,Tulane University,"6823 ST CHARLES AVENUE, NEW ORLEANS, United States"
1701787,University of Alabama Tuscaloosa,"801 University Blvd., Tuscaloosa, United States"
1701788,CUNY Brooklyn College,"Office of Research & Sponsored P, Brooklyn, United States"
1701790,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1701791,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1701805,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1701810,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1701816,Indiana University,"509 E 3RD ST, Bloomington, United States"
1701825,Miami University,"500 E High Street, Oxford, United States"
1701827,Auburn University,"310 Samford Hall, Auburn University, United States"
1701830,Yale University,"Office of Sponsored Projects, New Haven, United States"
1701831,University of Oklahoma Norman Campus,"201 Stephenson Parkway, NORMAN, United States"
1701835,Florida International University,"11200 SW 8TH ST, Miami, United States"
1701836,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1701839,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1701846,Oregon Health and Science University,"3181 S W Sam Jackson Park Rd, Portland, United States"
1701850,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1701858,University of Connecticut,"438 Whitney Road Ext., Storrs, United States"
1701863,"Board of Regents, NSHE, obo University of Nevada, Reno","1664 North Virginia Street, Reno, United States"
1701876,University of Nebraska-Lincoln,"151 Prem S. Paul Research Center, Lincoln, United States"
1701887,Iowa State University,"1138 Pearson, AMES, United States"
1701897,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1701898,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1701901,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1701913,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1701915,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1701918,Colorado State University,"601 S Howes St, Fort Collins, United States"
1701921,Northwestern University,"1801 Maple Ave., Evanston, United States"
1701922,Adelphi University,"South Avenue, Garden City, United States"
1701923,Yale University,"Office of Sponsored Projects, New Haven, United States"
1701925,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1701931,University of Kansas Center for Research Inc,"2385 IRVING HILL RD, LAWRENCE, United States"
1701934,Washington University,"CAMPUS BOX 1054, Saint Louis, United States"
1701942,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1701947,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1701948,Florida Agricultural and Mechanical University,"1700 Lee Hall Drive, Tallahassee, United States"
1701952,University of Kansas Center for Research Inc,"2385 IRVING HILL RD, LAWRENCE, United States"
1701964,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1701966,Colorado State University,"601 S Howes St, Fort Collins, United States"
1701970,University of Colorado at Denver-Downtown Campus,"F428, AMC Bldg 500, Aurora, United States"
1701972,Trustees of Boston University,"881 COMMONWEALTH AVE, BOSTON, United States"
1701975,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1701979,University of California-Riverside,"Office of Research, RIVERSIDE, United States"
1701981,University of Richmond,"202 MARYLAND HALL, RICHMOND, United States"
1701995,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1702001,University of South Alabama,"307 University Boulevard, Mobile, United States"
1702007,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1702008,Texas A&M AgriLife Research,"2147 TAMU, College Station, United States"
1702011,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1702014,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1702016,Arizona State University,"ORSPA, TEMPE, United States"
1702017,Northern Arizona University,"ARD Building #56, Suite 240, Flagstaff, United States"
1702036,University of Kansas Center for Research Inc,"2385 IRVING HILL RD, LAWRENCE, United States"
1702043,University of Montana,"32 CAMPUS DRIVE MAIN HALL, Missoula, United States"
1702049,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1702050,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1702051,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1702054,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1702062,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1702080,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1702083,Arizona State University,"ORSPA, TEMPE, United States"
1702085,Rancho Santa Ana Botanic Garden,"1500 North College Avenue, Claremont, United States"
1702102,University of Arkansas,"210 Administration Building, FAYETTEVILLE, United States"
1702114,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1702115,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1702132,University of Connecticut,"438 Whitney Road Ext., Storrs, United States"
1702171,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1702174,John Wesley Powell Center,"2150 Center Avenue, Fort Collins, United States"
1702221,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1702267,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1702278,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1702306,Brown University,"BOX 1929, Providence, United States"
1702327,Michigan Technological University,"1400 Townsend Drive, Houghton, United States"
1702328,University of Alaska Fairbanks Campus,"West Ridge Research Bldg 008, Fairbanks, United States"
1702361,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1702373,University of Oklahoma Norman Campus,"201 Stephenson Parkway, NORMAN, United States"
1702385,Indiana University,"509 E 3RD ST, Bloomington, United States"
1702394,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1702406,University of Alabama Tuscaloosa,"801 University Blvd., Tuscaloosa, United States"
1702440,Northwestern University,"1801 Maple Ave., Evanston, United States"
1702450,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1702474,Temple University,"3340 N. Broad Street, PHILADELPHIA, United States"
1702501,Louisiana State University & Agricultural and Mechanical College,"202 Himes Hall, Baton Rouge, United States"
1702513,Jackson State University,"1400 J R LYNCH ST., Jackson, United States"
1702555,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1702571,Columbia University,"2960 Broadway, NEW YORK, United States"
1702580,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1702602,Northwestern University,"1801 Maple Ave., Evanston, United States"
1702606,Brown University,"BOX 1929, Providence, United States"
1702643,University of Houston,"4800 Calhoun Boulevard, Houston, United States"
1702651,Columbia University,"2960 Broadway, NEW YORK, United States"
1702677,COUNSIL OF THE INSPECTORS GENERAL ON INTEGRITY & EFFICIENCY,"1400 Independence Avenue, Washington, United States"
1702683,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1702689,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1702694,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1702704,University of California-San Diego Scripps Inst of Oceanography,"8602 La Jolla Shores Dr, LA JOLLA, United States"
1702722,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1702743,University of Virginia Main Campus,"P.O. BOX 400195, CHARLOTTESVILLE, United States"
1702752,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1702765,University of Southern California,"University Park, Los Angeles, United States"
1702800,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1702803,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1702808,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1702825,California State University-Fullerton Foundation,"1121 North State College Blvd., Fullerton, United States"
1702829,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1702837,University of Kansas Center for Research Inc,"2385 IRVING HILL RD, LAWRENCE, United States"
1702850,University of Houston,"4800 Calhoun Boulevard, Houston, United States"
1702863,University of Illinois at Chicago,"809 S MARSHFIELD, Chicago, United States"
1702879,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1702881,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1702911,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1702914,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1702915,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1702919,Boston College,"140 Commonwealth Avenue, Chestnut Hill, United States"
1702920,Oregon State University,"OREGON STATE UNIVERSITY, Corvallis, United States"
1702950,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1702952,Columbia University,"2960 Broadway, NEW YORK, United States"
1702955,Rutgers University New Brunswick,"33 Knightsbridge Road, Piscataway, United States"
1702957,Auburn University,"310 Samford Hall, Auburn University, United States"
1702959,University of Nebraska-Lincoln,"151 Prem S. Paul Research Center, Lincoln, United States"
1702967,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1702979,Florida International University,"11200 SW 8TH ST, Miami, United States"
1702988,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1702995,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1703014,Purdue University,"Young Hall, West Lafayette, United States"
1703056,Northwestern University,"1801 Maple Ave., Evanston, United States"
1703077,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1703120,University of Kansas Center for Research Inc,"2385 IRVING HILL RD, LAWRENCE, United States"
1703140,National Council for Science and the Environment/CEDD,"1101 17th Street N.W Suite 250, Washington, United States"
1703267,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1703276,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1703286,American Meteorological Society,"45 BEACON ST, Boston, United States"
1703296,Department of Energy Oak Ridge Operations Office,"Federal Building, Oak Ridge, United States"
1703310,University of Delaware,"210 Hullihen Hall, Newark, United States"
1703336,University of Rhode Island,"RESEARCH OFFICE, KINGSTON, United States"
1703403,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1703422,Skidmore College,"815 North Broadway, Saratoga Springs, United States"
1703575,University of Southern California,"University Park, Los Angeles, United States"
1703634,University of Northern Iowa,"Research and Sponsored Programs, Cedar Falls, United States"
1703664,San Jose State University Foundation,"210 North Fourth Street, San Jose, United States"
1703678,University of California-Berkeley,"Sponsored Projects Office, BERKELEY, United States"
1703879,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1703909,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1703925,Columbia University,"2960 Broadway, NEW YORK, United States"
1703927,Valparaiso University,"1700 Chapel Drive, Valparaiso, United States"
1704163,University of Rochester,"518 HYLAN, RC BOX 270140, Rochester, United States"
1704200,University of Maine,"5717 Corbett Hall, ORONO, United States"
1704236,University of San Francisco,"Contracts and Grants, San Francisco, United States"
1704350,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1704365,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1704393,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1704712,Florida State University,"874 Traditions Way, 3rd Floor, TALLAHASSEE, United States"
1704871,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1704896,College of Notre Dame of Maryland,"4701 North Charles Street, Baltimore, United States"
1705007,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1705052,University of Illinois at Chicago,"809 S MARSHFIELD, Chicago, United States"
1705077,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1705086,University of Southern California,"University Park, Los Angeles, United States"
1705262,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1705448,Clemson University,"230 Kappa Street, CLEMSON, United States"
1705450,Clemson University,"230 Kappa Street, CLEMSON, United States"
1705707,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1705963,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1705972,University of North Carolina at Chapel Hill,"104 AIRPORT DR STE 2200, CHAPEL HILL, United States"
1706009,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1706207,Columbia University,"2960 Broadway, NEW YORK, United States"
1706472,Baylor University,"One Bear Place #97360, Waco, United States"
1706516,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1706634,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1706637,DEPARTMENT OF STATE,"2201 C Street NW, Washington, United States"
1707019,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1707049,Baylor University,"One Bear Place #97360, Waco, United States"
1707092,Iowa State University,"1138 Pearson, AMES, United States"
1707181,University of Virginia Main Campus,"P.O. BOX 400195, CHARLOTTESVILLE, United States"
1707207,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1707226,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1707232,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1707296,Northwestern University,"1801 Maple Ave., Evanston, United States"
1707306,University of Central Florida,"4000 CNTRL FLORIDA BLVD, ORLANDO, United States"
1707319,Northwestern University,"1801 Maple Ave., Evanston, United States"
1707355,University of Puerto Rico-Rio Piedras,"PO Box 21790, San Juan, United States"
1707468,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1707474,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1707486,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1707491,Arizona State University,"ORSPA, TEMPE, United States"
1707495,Franklin and Marshall College,"Office of the Provost, Lancaster, United States"
1707498,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1707520,Kansas State University,"2 FAIRCHILD HALL, MANHATTAN, United States"
1707524,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1707545,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1707548,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1707563,Florida Institute of Technology,"150 W UNIVERSITY BLVD, MELBOURNE, United States"
1707578,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1707589,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1707593,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1707595,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1707603,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1707615,"Board of Regents, NSHE, obo University of Nevada, Reno","1664 North Virginia Street, Reno, United States"
1707640,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1707658,Florida State University,"874 Traditions Way, 3rd Floor, TALLAHASSEE, United States"
1707662,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1707672,University of Illinois at Chicago,"809 S MARSHFIELD, Chicago, United States"
1707678,West Virginia University Research Corporation,"P.O. Box 6845, Morgantown, United States"
1707700,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1707753,Washington State University,"280 Lighty, PULLMAN, United States"
1707760,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1707789,University of Pittsburgh,"University Club, Pittsburgh, United States"
1707808,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1707813,University of South Carolina at Columbia,"Sponsored Awards Management, COLUMBIA, United States"
1707818,Southern Methodist University,"6425 BOAZ, Dallas, United States"
1707836,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1707943,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1707947,University of Central Florida,"4000 CNTRL FLORIDA BLVD, ORLANDO, United States"
1707953,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1707956,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1707985,Indiana University,"509 E 3RD ST, Bloomington, United States"
1707988,Mississippi State University,"PO Box 6156, MISSISSIPPI STATE, United States"
1707993,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1708024,Humboldt State University Foundation,"P.O. Box 1185, Arcata, United States"
1708043,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1708057,University of Kentucky Research Foundation,"109 Kinkead Hall, Lexington, United States"
1708061,Boston College,"140 Commonwealth Avenue, Chestnut Hill, United States"
1708081,University of Chicago,"5801 South Ellis Avenue, Chicago, United States"
1708090,Louisiana State University & Agricultural and Mechanical College,"202 Himes Hall, Baton Rouge, United States"
1708091,Dartmouth College,"OFFICE OF SPONSORED PROJECTS, HANOVER, United States"
1708120,Indiana University,"509 E 3RD ST, Bloomington, United States"
1708151,SUNY at Albany,"1400 WASHINGTON AVE, Albany, United States"
1708177,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1708180,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1708227,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1708228,James Madison University,"MSC 5728, HARRISONBURG, United States"
1708232,SUNY at Albany,"1400 WASHINGTON AVE, Albany, United States"
1708248,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1708259,University of Texas at Dallas,"800 W. Campbell Rd., AD15, Richardson, United States"
1708314,George Mason University,"4400 UNIVERSITY DR, FAIRFAX, United States"
1708317,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1708320,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1708327,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1708329,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1708341,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1708352,North Carolina State University,"CAMPUS BOX 7514, RALEIGH, United States"
1708353,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1708406,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1708450,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1708455,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1708471,18F GSA,"1800 F Street, N.W., Washington, United States"
1708480,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1708518,Northwestern University,"1801 Maple Ave., Evanston, United States"
1708543,University of Maryland Baltimore County,"1000 Hilltop Circle, Baltimore, United States"
1708544,University of Nebraska-Lincoln,"151 Prem S. Paul Research Center, Lincoln, United States"
1708553,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1708602,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1708617,University of Maine,"5717 Corbett Hall, ORONO, United States"
1708632,Murray State University,"328 Wells Hall, Murray, United States"
1708668,FEDERAL LAW ENFORCEMENT TRAINING CENTER,"1131 CHAPEL CROSSING RD, Brunswick, United States"
1708706,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1708718,University of North Texas,"1155 Union Circle #305250, DENTON, United States"
1708741,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1708788,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1708802,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1708819,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1708843,Woods Hole Oceanographic Institution,"183 OYSTER POND ROAD, WOODS HOLE, United States"
1708850,California State University-Long Beach Foundation,"6300 State Univ. Dr., Long Beach, United States"
1708870,California Polytechnic State University Foundation,"One Grand Ave, San Luis Obispo, United States"
1708874,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1708903,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1708908,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1708937,California State University-Long Beach Foundation,"6300 State Univ. Dr., Long Beach, United States"
1708969,Materials Research Society,"506 KEYSTONE DR, Warrendale, United States"
1708990,Case Western Reserve University,"Nord Hall, Suite 615, CLEVELAND, United States"
1708999,University of Akron,"302 Buchtel Common, Akron, United States"
1709005,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1709016,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1709061,Columbia University,"2960 Broadway, NEW YORK, United States"
1709100,University of North Texas,"1155 Union Circle #305250, DENTON, United States"
1709132,Emory University,"1599 Clifton Rd NE, 4th Floor, Atlanta, United States"
1709136,Drexel University,"1505 Race St, 8th Floor, Philadelphia, United States"
1709148,University of Puget Sound,"1500 North Warner, CMB 1075, Tacoma, United States"
1709149,Yale University,"Office of Sponsored Projects, New Haven, United States"
1709158,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1709207,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1709208,University of Utah,"75 S 2000 E, SALT LAKE CITY, United States"
1709244,University of North Texas,"1155 Union Circle #305250, DENTON, United States"
1709247,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1709270,Princeton University,"Off. of Research & Proj. Admin., Princeton, United States"
1709302,Reed College,"3203 S E Woodstock Blvd, Portland, United States"
1709315,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1709318,Brown University,"BOX 1929, Providence, United States"
1709344,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1709350,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1709357,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1709371,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1709382,University of California-Davis,"OR/Sponsored Programs, Davis, United States"
1709420,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1709458,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1709472,Duke University,"2200 W. Main St, Suite 710, Durham, United States"
1709483,University of North Carolina at Chapel Hill,"104 AIRPORT DR STE 2200, CHAPEL HILL, United States"
1709521,Vassar College,"124 Raymond Avenue, Poughkeepsie, United States"
1709746,University of California-Irvine,"141 Innovation Drive, Ste 250, Irvine, United States"
1709763,University of Pennsylvania,"Research Services, Philadelphia, United States"
1709791,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1709803,University of Alabama Tuscaloosa,"801 University Blvd., Tuscaloosa, United States"
1709865,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1709877,University of Illinois at Chicago,"809 S MARSHFIELD, Chicago, United States"
1709879,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1709889,University of Tennessee Knoxville,"1 CIRCLE PARK, KNOXVILLE, United States"
1709918,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1709935,Eastern Illinois University,"600 Lincoln Avenue, Charleston, United States"
1709939,University of Miami,"1320 S. Dixie Highway Suite 650, CORAL GABLES, United States"
1710104,Northwestern University,"1801 Maple Ave., Evanston, United States"
1710133,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1710163,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1710305,California Institute of Technology,"1200 E California Blvd, PASADENA, United States"
1710491,Northwestern University,"1801 Maple Ave., Evanston, United States"
1710549,Pacific Lutheran University,"12180 PARK AVE S, TACOMA, United States"
1710552,COUNSIL OF THE INSPECTORS GENERAL ON INTEGRITY & EFFICIENCY,"1400 Independence Avenue, Washington, United States"
1710557,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1710560,CUNY City College,"Convent Ave at 138th St, New York, United States"
1710638,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1710640,Boise State University,"1910 University Drive, Boise, United States"
1710657,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1710667,Western Washington University,"516 High Street, Bellingham, United States"
1710716,University of Nevada Las Vegas,"4505 MARYLAND PARKWAY, Las Vegas, United States"
1710802,Florida State University,"874 Traditions Way, 3rd Floor, TALLAHASSEE, United States"
1710826,University of Cincinnati Main Campus,"University Hall, Suite 530, Cincinnati, United States"
1710831,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1710849,Trustees of Boston University,"881 COMMONWEALTH AVE, BOSTON, United States"
1710863,18F GSA,"1800 F Street, N.W., Washington, United States"
1710868,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1710898,Clemson University,"230 Kappa Street, CLEMSON, United States"
1711022,University of Maryland College Park,"3112 LEE BLDG 7809 Regents Drive, COLLEGE PARK, United States"
1711110,University of Notre Dame,"940 Grace Hall, NOTRE DAME, United States"
1711386,University of Nebraska at Omaha,"6001 Dodge Street, Omaha, United States"
1711543,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1711567,Vanderbilt University,"Sponsored Programs Administratio, Nashville, United States"
1711642,University of North Carolina Greensboro,"1111 Spring Garden Street, GREENSBORO, United States"
